day,NAdeep,NAeuph,NBdeep,NBeuph,CynB,DinoA,DinoB,mld,wind
1020,3.25316136884357,1.03505001547286,1.75488524799442,0.671271480446994,0.56984908762809,0.0350003929173448,0.0346213546081218,33.325027172262,30.1806408983432
1021,3.12870436013385,1.06854787456455,1.59304259580102,0.643606539388709,0.513060981756433,0.0355024591362881,0.0341140002902358,32.6180247399509,30.5662966177847
1022,3.04072817169957,1.09424413343342,1.54375671573529,0.643608682525092,0.479428556125244,0.0359251274724262,0.0339796271750387,31.970752702224,30.8842736465627
1023,2.98427428847923,1.10326851647534,1.61128112106639,0.674735993392167,0.471215776945969,0.0361562400267031,0.0342623816375023,31.4863557759179,31.05004065007
1024,2.93321860950924,1.08465779648352,1.79430257150669,0.737206809730634,0.486907446748513,0.0360349630764404,0.0349902128635528,31.2403154929916,31.0193614786056
1025,2.85452583053122,1.03120603542559,2.08318776523511,0.826049189989907,0.521850048931716,0.0354304609947317,0.0361459466754961,31.2686437984191,30.7889586810939
1026,2.72386802728656,0.945447913991561,2.4544828033744,0.931351004494515,0.568560507419201,0.0343490594714715,0.0376505456185905,31.5631761953212,30.3881069925647
1027,2.53676688833258,0.839868695662977,2.86737235503271,1.04062640672035,0.617977754370136,0.0329651317425979,0.0393668366735224,32.0748659357116,29.8657715559332
1028,2.31032346643818,0.730823389926492,3.26636831159878,1.14123561578269,0.661399417853739,0.0315264514421728,0.0411153420016878,32.7243688776729,29.2780939468094
1029,2.07556644743431,0.63253573079899,3.59118397250812,1.22233787033304,0.691587860493898,0.0302393525067893,0.0426923843476115,33.4177299628745,28.6795084537457
1030,1.86553764054021,0.554714449464528,3.79091458188287,1.27671513095909,0.703314944423865,0.0292244455481132,0.0439073109663713,34.0639565556574,28.118417911653
1031,1.70569453222469,0.502576887067104,3.8370610915619,1.3015427287373,0.69419620603763,0.0285300852832731,0.0446260415720266,34.590914912523,27.6362470841061
1032,1.61008426701221,0.478003724059546,3.73024026684515,1.29764281395422,0.665504238091494,0.0281618641850095,0.0447955980138601,34.9563910083813,27.2676459054188
1033,1.58267206192906,0.481060432459225,3.49814380584164,1.26805299323745,0.622163889996724,0.0281091096945698,0.0444395061606053,35.1522283576533,27.0398993342343
1034,1.62124445566196,0.511055797798699,3.18615997615497,1.21700295592857,0.571701330822799,0.0283611173013049,0.0436371538096161,35.20096000765,26.9708663856426
1035,1.72190526206852,0.566908815382773,2.84471928243814,1.14950660369821,0.522524257326986,0.028912942205164,0.0425018775707505,35.1459619548362,27.0662624533748
1036,1.88309159383288,0.647005815142886,2.51803538587186,1.07130105152631,0.48234202233873,0.0297641603076253,0.0411641117681073,35.0375217083816,27.3180197551976
1037,2.10809310656164,0.748767909474827,2.23734999150152,0.988505332678397,0.457357210082168,0.0309136259779023,0.0397549429906866,34.9180453225505,27.7053365970458
1038,2.40458082369458,0.867754530061346,2.01930055209965,0.906697111076234,0.452291432924496,0.0323481573462983,0.0383860876547291,34.8097460530806,28.1989114131501
1039,2.77963290490513,0.995940393274335,1.86798063760231,0.829758722539829,0.4706598313899,0.0340175609534976,0.0371310912777421,34.707552497501,28.7672987876279
1040,3.22973103134785,1.11986248427723,1.77854409692106,0.759475096719194,0.514214067297072,0.035793893667362,0.0360196809664216,34.5787873280253,29.3831034415742
1041,3.72755709170881,1.22169069162678,1.74073876005181,0.696699511501776,0.580524363700895,0.0374434807707994,0.0350548769935259,34.3696681120726,30.0264968945128
1042,4.21125127424804,1.28612853803165,1.7418186759563,0.643616320379662,0.659510887777855,0.0386788251702102,0.0342469732044865,34.0172011310889,30.6845126959571
1043,4.58539942630164,1.30790447436251,1.76903856765702,0.604468727124021,0.733071763010762,0.0392963330471382,0.033633830261367,33.4638979443151,31.3464026752254
1044,4.74160475880506,1.28988518528545,1.81200415404559,0.583716704189106,0.780374057296342,0.0392516926327372,0.0332644180882282,32.6721807864807,31.9972402905172
1045,4.59737866967479,1.23614459745058,1.86476659494866,0.584942487157029,0.785147105877026,0.0385967296588508,0.0331797747874664,31.635461711866,32.6130562392586
1046,4.1375634594614,1.1495892528093,1.92717396988964,0.61195841570489,0.741899648327069,0.0374109091598787,0.0334244790522975,30.3836339136149,33.1604925020893
1047,3.43366140073132,1.03247410238253,2.00500406818424,0.669599180168978,0.659337740201575,0.0357841899875592,0.0340654309204346,28.9819166005122,33.6022460596451
1048,2.62427844099916,0.888346703896639,2.10876365039396,0.762998454352764,0.557837631767004,0.0338264240638124,0.0351968238867077,27.5233703899307,33.9070544309517
1049,1.8626321911692,0.725745935044846,2.25136254564262,0.894941011972723,0.461426119286855,0.0316964506155558,0.0369252370901444,26.1166452227401,34.0606779290827
1050,1.26071115965317,0.56140700831676,2.4449649172674,1.06152750153089,0.389064981324781,0.0296221663373127,0.0393240953632675,24.871376845723,34.0732895865169
1051,0.863103854838805,0.418577622522702,2.6971306919155,1.24845989788938,0.350615409750229,0.0278645569251204,0.0423583804445641,23.8839499314917,33.9794891168486
1052,0.66313030946696,0.319134489945854,3.00636172279215,1.42501118812075,0.348648746556334,0.0266307643891658,0.0658999799284181,23.226066205212,33.8296825243755
1053,0.643077712918882,0.277638576687536,3.35764975299932,1.55413156572729,0.378954191878842,0.0260253961236636,0.0998433943570671,22.9377964079637,33.6749499433044
1054,0.80449027507566,0.299982377074266,3.71948254631977,1.6261426250235,0.4446733140933,0.0260850643961014,0.132155703309306,23.0257588255981,33.5504564405765
1055,1.16544967371526,0.379862634239224,4.04451832022412,1.60947378169472,0.546631338093403,0.0267680727377078,0.171544983781177,23.4660065989851,33.463695624156
1056,1.72988140726939,0.499444940434228,4.27578609668883,1.5642770738914,0.69305420234973,0.027961834587072,0.0690953474586652,24.21036052759,33.3927130724419
1057,2.4556741522402,0.615475709786398,4.35855627406639,1.39204562354397,0.858700539972392,0.0292957114721399,0.0506698187397618,25.1944645826489,33.2961428379155
1058,3.24761567593325,0.735526703535065,4.25529940748404,1.22260047704832,0.977918569937522,0.0306928224653403,0.044998762846894,26.3458337632655,33.1324904305854
1059,3.98109442537396,0.849171136530457,3.95878979175458,1.06687102916999,1.05603919645336,0.0321574003413402,0.0417093323052766,27.590559542904,32.8822151378915
1060,4.54117088676089,0.945412895843092,3.49787056935829,0.917766036277277,1.07609630301185,0.033487641685192,0.0390042920545539,28.8579925541322,32.5643438150169
1061,4.85446949508503,1.02945619461633,2.93251469611652,0.78259854801141,1.03502744665937,0.0346986332823438,0.0367361515535632,30.0834369430734,32.2404643655326
1062,4.90026018834179,1.10123789159878,2.33899434745575,0.66053851311876,0.944120728358975,0.0357870148778783,0.0348330257503202,31.209466980705,32.0028323953051
1063,4.70198978627604,1.15951195061207,1.79039002095197,0.553058835857815,0.820769386376135,0.0367254499592277,0.0332479316969835,32.1867658120338,31.9487614976347
1064,4.3100398096957,1.19965188285287,1.34000702886899,0.463299400267618,0.683873681605398,0.0374451510663543,0.0319703907536793,32.9753277477715,32.1485810394001
1065,3.78646318537893,1.21463409106311,1.01418217535531,0.396117144521808,0.549042465674932,0.0378312199157136,0.0310176000769703,33.5464985418789,32.6173620835079
1066,3.19622505736883,1.19720024856028,0.81664443311901,0.357661216980554,0.427325909531832,0.0377535855710439,0.0304276850592752,33.8857785970271,33.3001528489171
1067,2.60289468312238,1.14267808855687,0.741114634990527,0.355772989175474,0.326041046614969,0.0371196776991274,0.0302627689557413,33.9957586368145,34.0766095948266
1068,2.06435982052958,1.05202776217873,0.78489058889716,0.401517970305349,0.249946508639423,0.0359348649161305,0.0306314230568225,33.8981745920314,34.7848527136471
1069,1.62678246498201,0.934820071299148,0.955828766929402,0.509698304239398,0.201667598367045,0.0343464234237329,0.0317183863236031,33.6339897078999,35.2581456117821
1070,1.31994704524216,0.810436117740982,1.26860258540415,0.693968575589361,0.182384970103344,0.0326390267436289,0.0337858977207905,33.2606851145533,35.3637363833605
1071,1.15889476952229,0.703786731918769,1.73183759769666,0.953386200223024,0.194836511017542,0.0311514036492615,0.0370952085380944,32.8465151769705,35.0324279156445
1072,1.15202575307149,0.634707292565894,2.33251846175465,1.25132905336849,0.248700653385905,0.0301380548780301,0.0416542795319917,32.4622237954782,34.270463252642
1073,1.30746957206498,0.605758157848905,3.02589405122197,1.49812630232144,0.363692669547678,0.0296521732467252,0.0466562055217302,32.1714325816501,33.1511135786566
1074,1.62652614408371,0.597866708154509,3.73677865440143,1.58258563742042,0.553195112539099,0.0295027810689888,0.0499788585646525,32.0214072722295,31.7899368607739
1075,2.08243077025265,0.597641492351101,4.37309037349264,1.5076489312911,0.776665936741872,0.0294663604377595,0.0498664536929595,32.0360369667515,30.3127585909771
1076,2.59964454658583,0.619330616643809,4.84707591653231,1.40887767143469,0.967993422295353,0.0296419624155075,0.0479356837091976,32.2125601459648,28.8272682921404
1077,3.05743745815959,0.647672099532943,5.09648877396617,1.32087937752125,1.11114608469615,0.0299802049133444,0.0460356230383864,32.5228855501837,27.4071402385841
1078,3.32885423037622,0.6621973079473,5.09830162218758,1.23772051263996,1.18078876667918,0.0302063961462862,0.0442955155621013,32.9194266139678,26.0925535377775
1079,3.33806415158514,0.661817792944884,4.87090472435986,1.17191507758047,1.16275935623506,0.0302567621802015,0.0428913779852079,33.3444033336513,24.9047643969934
1080,3.09938548964194,0.647340568710591,4.46534879446263,1.12296128759644,1.06717708907466,0.0301298899460265,0.0418592128154769,33.7407905412588,23.8672341153571
1081,2.71029762188722,0.62444022372883,3.89301604146352,1.08541318598567,0.921862942450611,0.0298827651482286,0.0411555393527855,34.0626947996504,23.0235842494378
1082,2.3045928819363,0.602309234618913,3.3093634339135,1.04739912889918,0.746171006521252,0.0541306668436816,0.0404148506180913,34.2830281142673,22.4440967365851
1083,2.00073698475675,0.603550036948015,2.77081224743421,1.02024001682969,0.590816515832129,0.0556096944600197,0.0399344675137275,34.396909213986,22.217013554364
1084,1.87786966017511,0.638654729058063,2.29497046811461,0.972842973988596,0.473330476050053,0.0517711534251614,0.0392706385540569,34.4201444691386,22.4268089207671
1085,1.98037032902324,0.732443175674888,1.89724492233997,0.902921441104318,0.397370162390453,0.0383110030131229,0.0382690967640663,34.3832169691666,23.1267140302285
1086,2.32346388207213,0.901494402604668,1.61235022682367,0.806682615950686,0.367293852466106,0.0328780645982611,0.0368788544777039,34.3222011120893,24.3152009081005
1087,2.87704247346363,1.12120901769607,1.38498506054024,0.703533702524445,0.386364544620048,0.035333797677046,0.0353930149383786,34.2686958101396,25.925014554021
1088,3.53853171331515,1.32665235980652,1.21552295594154,0.586296585644992,0.448469057148719,0.0385070188383923,0.033760226579148,34.2410767874784,27.8291269189415
1089,4.13284194419573,1.44432679962994,1.1067513335106,0.482488228146879,0.532124501846077,0.041011874931751,0.0322745355970123,34.2390589150285,29.8622454076884
1090,4.4652284839644,1.45618371602583,1.05604829892027,0.414180651948541,0.597472136383445,0.0419259162867173,0.031235493210483,34.2428030371149,31.8513464283894
1091,4.40813651664457,1.40135249523548,1.06286024743995,0.391282101517201,0.611980949481442,0.0414139971388619,0.0307720349076799,34.2167706426821,33.6459708811131
1092,3.96624005410254,1.3043315956292,1.13087819980208,0.413346684404806,0.573949246827436,0.040024833279789,0.0308735499893245,34.1174587787949,35.1396293855768
1093,3.27272795445695,1.17222796254682,1.26835628927123,0.482138343354018,0.501697115998733,0.038050461074736,0.0315434663991491,33.9032795170104,36.2772802276627
1094,2.51931834272591,1.01365604610621,1.48710682189204,0.604547041071962,0.422972645112665,0.0357219103857159,0.0328871679169979,33.5443777119128,37.049017568771
1095,1.86982709980342,0.842173318858191,1.79980546343678,0.785243245641016,0.363427939368495,0.0332963949833765,0.0350715641054754,33.0302098522159,37.4748556593075
1096,1.41183268655158,0.679618512745209,2.21514893087687,1.01637738734297,0.33910709228033,0.031075198397406,0.0382237616681917,32.3732225328024,37.5880497102463
1097,1.16284531056758,0.550587832950389,2.73102871081239,1.26798231408074,0.358923920861651,0.029340964438286,0.0422573086458927,31.6078478434467,37.4238748322301
1098,1.10424924278898,0.469868423345508,3.3270717404901,1.48549920043267,0.430017379111894,0.028235036723039,0.0466105286186533,30.785070525812,37.0175191834747
1099,1.20556081889843,0.43437350732455,3.95923924685992,1.60789816523561,0.554427049846933,0.0277034145793919,0.0500905399874164,29.9637815022337,36.410131665734
1100,1.42576779728953,0.428555882240473,4.55979434972647,1.61770728570123,0.713593203419825,0.0275598702301186,0.0515011304608053,29.2008003497728,35.6580108079042
1101,1.70762155059595,0.439232633722216,5.04522365661681,1.56459011291539,0.868330582579073,0.027633195296161,0.0509698119695439,28.5416827856308,34.838111773334
1102,1.9857629446178,0.457663896720791,5.33218420720515,1.49458143988288,0.987016540516061,0.02781801414989,0.0495886726342026,28.0141879552546,34.0442740978834
1103,2.21052646999157,0.478442538473796,5.35812208607827,1.41736274707395,1.04918361808318,0.0280412875327266,0.0479634625123116,27.6256330516063,33.3724156081474
1104,2.370185805628,0.504807541669694,5.10019990949394,1.33485792425797,1.04479234828168,0.028313579538784,0.0462671759691678,27.3644685872002,32.8979156543642
1105,2.49500989874582,0.545634173611635,4.58546738608473,1.24291274835002,0.981235036321308,0.0287215306503995,0.0444989124095723,27.2054765428256,32.6525348064595
1106,2.64191242975254,0.61340581476732,3.88714850695571,1.13386486191506,0.879547169807693,0.0294032748913879,0.0425558160726224,27.1172367086339,32.6097554721115
1107,2.87071713186124,0.722222992044993,3.10727008786283,1.00077580475541,0.767539770647694,0.0305420464609686,0.0403396530266885,27.0700872285781,32.6855790192528
1108,3.22042492952097,0.881838899688265,2.35090377953995,0.842099234612454,0.671540815648857,0.0323338260965307,0.0378430711846614,27.0428033944991,32.7570504021576
1109,3.68687278770805,1.08569967248795,1.70127181131611,0.667274839702176,0.609384647694329,0.0348829072171474,0.0352207740367272,27.0266149130691,32.6947045132707
1110,4.20500960603064,1.29874643035508,1.20480580289631,0.498133161141179,0.58610812766999,0.0379956943975094,0.0327786576410802,27.0258664666194,32.3999104162384
1111,4.64897444923378,1.46422152118777,0.871063719293247,0.360804906774387,0.591641406456827,0.0410024456624628,0.0308375981507372,27.0554284508938,31.8356793191083
1112,4.86508535792004,1.53949347998899,0.685992725565284,0.27276801878692,0.601594826381726,0.0429715072883233,0.0295723030639287,27.1356945944798,31.0409039054593
1113,4.73469125064296,1.5238998869632,0.631210359795438,0.238463512296729,0.588434715775819,0.0433697896453396,0.0289854070982084,27.2864974216547,30.1228807153451
1114,4.23639605956672,1.43863268524803,0.699547179030496,0.258261823528428,0.540069965081393,0.0423319677365178,0.0290296948320633,27.5214312127485,29.2297602436253
1115,3.46670109833904,1.29718424273298,0.899297287318725,0.339965368658448,0.466626425437385,0.0402249342934556,0.0297568996670896,27.8438788602969,28.5109947517509
1116,2.60064978748342,1.10550011369546,1.24536166038001,0.500542421347436,0.391982770559134,0.0373581365438376,0.0313881629299008,28.2455605392817,28.077728720496
1117,1.81485756164088,0.876385081229408,1.74196900536703,0.752754370603738,0.340432228198941,0.0340770810270706,0.0342671159114656,28.7077879564452,27.9750790043229
1118,1.22163407351718,0.640797069351398,2.36588930651727,1.07920565993646,0.32784683999489,0.0308803295620966,0.0386491274109755,29.2049762132463,28.1743805173141
1119,0.8521673970741,0.441173054067351,3.05897152051539,1.41269312502784,0.361975834384856,0.0282925118306443,0.0442813265969383,29.7094833043801,28.5870435948819
1120,0.688041762606587,0.309373661411108,3.73462442360392,1.65336993657702,0.443412843832095,0.0266041516631163,0.0499073260418548,30.1966168549013,29.0948441953397
1121,0.706678070822151,0.253962441465153,4.296636009756,1.73778196509479,0.556952681758252,0.025812744414686,0.0534951688700408,30.6487036575961,29.5865031366327
1122,0.903367432939227,0.266672817104125,4.66339920578617,1.69897549415186,0.670760453203435,0.0257702430692618,0.0540333660566603,31.0574235394388,29.9888802670777
1123,1.27857436455817,0.334421869705273,4.78851966886177,1.60300998035996,0.764554124176833,0.0263284303044532,0.0524439085568092,31.4240711962632,30.2833907591263
1124,1.80910717215798,0.442185688964559,4.67067141769843,1.47227597052863,0.836462562160973,0.0273643368775611,0.0497910658080273,31.7579035880191,30.5034358500989
1125,2.43146744824759,0.572822031975787,4.35017047418841,1.31778476642624,0.884523688772954,0.0287462635708107,0.0466205106087656,32.0731345451568,30.7148966664849
1126,3.05189091160391,0.709161814445823,3.89483740798396,1.15638062227782,0.906273455855747,0.030324539929467,0.0434045546091105,32.3853635270554,30.9869732150072
1127,3.57559892314831,0.836322199121105,3.38120360646419,1.00285205693494,0.901099071524466,0.0319355792418795,0.0404976716239877,32.7082360417458,31.3632277304444
1128,3.93599970213789,0.944521165645638,2.87758403021391,0.868055490160547,0.870931824429963,0.0334309604459719,0.0380823168898284,33.0509512493189,31.8419638948919
1129,4.10844984597439,1.02904660043859,2.43360643172264,0.758243436150009,0.820897488885689,0.0347006810054229,0.0362061765258082,33.4169277922192,32.3715308856466
1130,4.10608671978397,1.08849368232203,2.07735945536996,0.676025744115776,0.75822316962569,0.0356746016706204,0.0348416768605326,33.803607679987,32.8611618486419
1131,3.96495295869489,1.1231124452167,1.81863113189177,0.621929033215441,0.69045039116039,0.0363142237800928,0.0339374623356058,34.2031138133566,33.2032668445388
1132,3.72870800274819,1.13388979761759,1.65490864597962,0.595511968345033,0.624037891055486,0.0366046805851541,0.0334454220357311,34.6033455014647,33.3001579208904
1133,3.43864251701037,1.12241950945755,1.57727120493312,0.595865373876309,0.563759392965092,0.0365524003022991,0.0333294414761302,34.9891197790538,33.0877069240512
1134,3.13000588938054,1.09129714649099,1.57437823708665,0.621525876192378,0.512835191664952,0.0361886049874059,0.0335636853040279,35.3431182078525,32.5502388829056
1135,2.83196781436483,1.04461692546097,1.63428495573136,0.669945206472817,0.473365884920797,0.0355741259532242,0.0341237148389302,35.6466150495232,31.7241281315244
1136,2.56819041042487,0.988158024969759,1.74480808166121,0.7367374566918,0.44671872771652,0.0347980921612409,0.0349737376812806,35.8801618555091,30.6908599387744
1137,2.35638766081303,0.928843873762143,1.89341596409017,0.815220131034062,0.433703082354437,0.0339664416981759,0.0360522292895029,36.0245120378901,29.562685744906
1138,2.2068642064163,0.873390647036944,2.06730475028627,0.896737539043774,0.434514042955301,0.0331802403308258,0.0372628414549491,36.0620434622102,28.4649027294452
1139,2.12073768484201,0.826507661885262,2.25382281630233,0.972088393154437,0.448437535860537,0.0325112170767292,0.0384785159596449,35.9787777915848,27.5183356553162
1140,2.0885872557037,0.78949484309806,2.44103926876603,1.03382958195283,0.473336164129239,0.031984529262028,0.039565847961672,35.7668468409424,26.8243815184144
1141,2.09040512757739,0.760058078440913,2.61816453714031,1.07854926215376,0.50513547170735,0.0315771854590145,0.0404256677804575,35.4269952962406,26.4537369306877
1142,2.09838714917315,0.733650350598162,2.77567550607902,1.10779261794255,0.537818718102055,0.0312332572243269,0.0410308385002313,34.9705227054382,26.4392028942349
1143,2.08397436667256,0.705729744126124,2.90521244556516,1.12675641436684,0.564503136291323,0.0308918651938919,0.0414310311797505,34.4200271824669,26.7728664083705
1144,2.02809788142617,0.673801738424308,2.99949050257027,1.1413193113482,0.57941827654308,0.0305122883068251,0.0417178849741554,33.8084529452831,27.4081838676055
1145,1.93033146082126,0.638626373765904,3.0524829393435,1.15524987395933,0.579819246114373,0.0300929242577052,0.0419710466409898,33.176248220849,28.2675121472292
1146,1.8115790300231,0.604558370246857,3.0600203611688,1.16878483980875,0.566851778791553,0.0296749588412867,0.0422199310255362,32.5668454636153,29.2550206149028
1147,1.7086088888135,0.579205835077594,3.0207396960368,1.17857908384614,0.54505919566192,0.0293375833294284,0.0424301716942326,32.0210850050496,30.2736056047682
1148,1.66425767197748,0.57251288190724,2.93708616820367,1.17873862117431,0.520991075939899,0.0291872973174302,0.0425121004516703,31.5715101370235,31.2428095670166
1149,1.7191337358917,0.595439648005161,2.81596300098108,1.16247802727097,0.501884058208643,0.0293462603272293,0.0423464168238149,31.2375796071668,32.1135355299112
1150,1.90596446990858,0.6574146719204,2.66864231917864,1.12401294095815,0.494952974102246,0.0299368287179132,0.0418218674792554,31.0227295485562,32.8752725862336
1151,2.2417188708646,0.761120936678908,2.50979887096546,1.06054571872494,0.506879473086641,0.031044459361378,0.0408785186424153,30.9138850613676,33.552995489329
1152,2.71339246150924,0.89490838181019,2.35582574250992,0.97453099704821,0.542267713575709,0.0326373462977852,0.0395507966322599,30.8835420376297,34.1936697222222
1153,3.26300487635753,1.02976362677679,2.22287894242185,0.875980056766248,0.599942497927823,0.0344707738187902,0.0379973414133518,30.8940223606322,34.8455832835685
1154,3.78678020545369,1.13135377994515,2.12516020574224,0.782269858650476,0.66862257020538,0.036104045715581,0.0364855054474071,30.9030732313037,35.5363897507948
1155,4.16060261208469,1.18096060392345,2.07374907500539,0.712206107942358,0.728468115933623,0.0371285093749234,0.0352989946179076,30.8697386355801,36.2567134642835
1156,4.28631171987539,1.17979048038517,2.07594555066288,0.677675636819044,0.761387147171005,0.0373914362718929,0.0346169971722176,30.759436682332,36.9548848720313
1157,4.13464425717803,1.1368896861086,2.13477657849658,0.681948880673742,0.760090958232115,0.0369599964837939,0.03448749040143,30.5474275863305,37.5450824257937
1158,3.75796203992435,1.06261820349436,2.24828749654768,0.723748765434365,0.729592524481869,0.0359982182200957,0.0348964788543618,30.2202879676201,37.9268714189766
1159,3.26500032486689,0.968227595786522,2.40852169677916,0.798729061134219,0.683723113875673,0.034707958998239,0.0358123480098476,29.7755059552191,38.0103135885419
1160,2.77461819928693,0.866540941429542,2.60061447370708,0.897660405639637,0.638479716535496,0.0333032235539222,0.0371659329842174,29.2197484035474,37.7388627767371
1161,2.37640581366351,0.771908313930787,2.80280051825531,1.00495529506836,0.605886506849573,0.0319926701993788,0.0388043635871059,28.5666123469223,37.102944253361
1162,2.11467166984861,0.697641683665253,2.98814535377951,1.10059406566657,0.591150102259339,0.0309489990659481,0.0404645355755793,27.8346900603373,36.1402854623902
1163,1.9923186825437,0.651847050354669,3.12829578593494,1.16627199939283,0.592711679114639,0.0302702890893926,0.0418150478227123,27.0465486395969,34.9236453179264
1164,1.98094277370775,0.634440086039093,3.19868101519837,1.19249590337988,0.603612016075626,0.029959075441413,0.0425769795456341,26.2288163031978,33.540937277128
1165,2.02982905797795,0.637590404407625,3.18381541964301,1.18165361151296,0.61337870492477,0.0299308853270243,0.0426565216438071,25.4130957953705,32.0752508321286
1166,2.07750862445883,0.649513421353035,3.08102110879208,1.14504598385358,0.610777162657502,0.0300511408205406,0.0421776138318021,24.6370289294283,30.5919803957477
1167,2.07065706517203,0.659521441946262,2.90128925782168,1.09661123814861,0.58747351203593,0.0301846525277896,0.0413888219870346,23.9446383753159,29.13723343549
1168,1.98524333006721,0.661689419860531,2.66691443565538,1.04646975930804,0.541441483676089,0.0302413208317926,0.0504999714425252,23.3851460999177,27.7470171364482
1169,1.83691085369371,0.657075821010981,2.40671413540441,0.994866231478151,0.474851495404465,0.030203559804441,0.0721472099457495,23.0098126878207,26.4621594518834
1170,1.67287142040504,0.653432810561616,2.15038489109332,0.960984998064292,0.404196045293442,0.0301541758280648,0.0707959716954689,22.866881748447,25.3412806947971
1171,1.55212620574646,0.656784818083677,1.92378838947497,0.932441926014261,0.343151145743774,0.0301595610798553,0.0638930770704522,22.9953120081831,24.4645039211604
1172,1.52852093804141,0.683321846857546,1.74632105221093,0.90649841794301,0.298806509171534,0.0303824714706087,0.0576872349877104,23.4184725928242,23.9239697231711
1173,1.64395662712655,0.750521994542071,1.63063898385681,0.887931419453982,0.278454509897872,0.0310445587600981,0.0395068998981473,24.1392157055773,23.8024408843487
1174,1.92498062082464,0.866468551038453,1.58406005083599,0.866631886966099,0.287767298256959,0.0323173912409188,0.0375100576366898,25.1376326839084,24.1464205006284
1175,2.37205689931707,1.02095886328274,1.61044910841537,0.844529679509639,0.332916835080377,0.0342272343562349,0.0370559213256015,26.3723361664703,24.9432756436244
1176,2.94269743750276,1.1685795026042,1.71144002234498,0.818578249695243,0.422443501429268,0.0364123326953595,0.0366780189628693,27.7853776200902,26.1115531978972
1177,3.54459272636224,1.24670812404529,1.88635119935021,0.78659896641124,0.552585750302789,0.0380168724627233,0.0362220214128126,29.31006822404,27.5098932971938
1178,4.05480057163266,1.24050105183239,2.13084358416,0.763729624488655,0.69316614271216,0.0383880840657609,0.0358116895516578,30.8802259940957,28.9638774115041
1179,4.36260489543905,1.1892031675974,2.43495217377038,0.771741910376351,0.811051483671829,0.0378168099164691,0.0357599675422336,32.4389193129083,30.3038827436552
1180,4.41301423753405,1.11297265409945,2.78139889012005,0.811242929342045,0.895949185517344,0.0367734648971538,0.0361851924753491,33.9447550495803,31.4028081982373
1181,4.22455936959002,1.01836361192987,3.14503418909321,0.873516344040517,0.945181774624415,0.0354392611157737,0.0370002872323106,35.3742097459424,32.2019916296593
